check_id,check_url,last_checked_at,last_checked_status_code,supplier_name,supplier_is_beekeeper,supplier_postcode,country,sell_direct,medium,packaging_type,honey_type,next_check_at,check_enabled,latitude,longitude
77ad13ab-79a7-4467-8bfb-5ecf5ad2ef38,http://www.bbha.biz/shopproduct.asp?Code=honeycl340,2018-11-08T15:31:08Z,200,Blue Bell Hill Apiaries,true,ME5 9QN,england,true,jar,glass,wildflower,2018-11-09T14:51:46Z,true,51.3332122757623,0.50485103214336
77ad13ac-79a7-4467-8bfb-5ecf5ad2ef38,http://www.bbha.biz/shopproduct.asp?Code=honeysqcl340,2018-11-08T15:32:38Z,200,Blue Bell Hill Apiaries,true,ME5 9QN,england,true,jar,glass,wildflower,2018-11-09T18:21:52Z,true,51.3332122757623,0.50485103214336
789ae720-ebf7-43fe-b1e1-c4afb0c849fb,http://www.thehoneyfarm.co.uk/catalog_view.php?id=35,2018-11-08T17:12:12Z,1000,New Quay Honey Farm,true,SA44 6NN,wales,true,jar,glass,mountain,2018-11-09T12:43:58Z,true,52.1822905798795,-4.34347068473805
791aa11f-fb96-4ea3-8a82-3f25cbf60308,https://www.payneshoney.co.uk/english-honey/227g-thick-english-honey/,2018-11-08T15:29:58Z,200,Paynes Honey,true,BN6 9NP,england,true,jar,glass,wildflower,2018-11-09T09:33:47Z,true,50.92700767,-0.162279
7978809e-616c-11e8-985e-e4b3182e34ed,http://www.heatherhills.co.uk/scottish-honey.html?page=shop.product_details&flypage=flypage.pbv.v3.tpl&product_id=3&category_id=1,2018-11-08T15:27:51Z,200,Heather Hills Farm,true,PH10 7JG,scotland,true,jar,glass,blossom,2018-11-09T18:44:54Z,true,56.646766,-3.407378
7b6697f5-3ca6-47be-9614-71aa0f6b88ee,http://www.thebeefarmer.co.uk/webshop/honey/340g-12oz-honey/,2018-11-08T15:27:56Z,200,The Bee Farmer,true,LE67 1AH,england,true,jar,glass,wildflower,2018-11-09T12:41:53Z,true,52.666172,-1.31420595194252
7c0c9bb4-e646-4afd-9929-455a32f7e65a,https://www.payneshoney.co.uk/english-honey/clear-english-honey/,2018-06-20T00:00:00Z,0,Paynes Honey,true,BN6 9NP,england,true,jar,plastic,wildflower,2018-06-24T03:00:00Z,false,50.92700767,-0.162279
7c833fef-5820-11e8-afd3-e4b3182e34ed,https://www.west-country-honey.co.uk/collections/honey/products/west-country-raw-honey,2018-11-08T15:30:00Z,200,West Country Honey,true,BS49 5HE,england,true,jar,glass,blossom,2018-11-09T16:42:08Z,true,51.3644990553017,-2.80381557803241
7c899b0f-6f83-49bc-8ed5-83539d35505f,https://www.payneshoney.co.uk/english-honey/340g-english-heather-honey/,2018-11-08T15:33:43Z,200,Paynes Honey,true,BN6 9NP,england,true,jar,glass,heather,2018-11-09T11:09:22Z,true,50.92700767,-0.162279
7e4efbd2-3871-45c2-9c4d-7563e22a5b11,https://www.seasonedbychefs.co.uk/product/english-flower-honey/,2018-11-08T15:30:27Z,200,Hoyle's Honey,true,CM14 5SN,england,true,jar,glass,wildflower,2018-11-09T16:11:15Z,true,51.6476197035051,0.239726740022658
7e4efbd2-3871-45c2-9c4d-7563e22a5b12,https://www.seasonedbychefs.co.uk/product/english-set-blossom-honey/,2018-11-08T15:29:55Z,200,Hoyle's Honey,true,CM14 5SN,england,true,jar,glass,blossom,2018-11-09T18:06:35Z,true,51.6476197035051,0.239726740022658
7e4efbd2-3871-45c2-9c4d-7563e22a5b13,https://www.seasonedbychefs.co.uk/product/english-borage-flower-honey/,2018-11-08T15:28:10Z,200,Hoyle's Honey,true,CM14 5SN,england,true,jar,glass,borage,2018-11-09T09:03:21Z,true,51.6476197035051,0.239726740022658
7e4efbd2-3871-45c2-9c4d-7563e22a5b14,https://www.seasonedbychefs.co.uk/product/english-lime-tree-honey/,2018-11-08T15:29:18Z,200,Hoyle's Honey,true,CM14 5SN,england,true,jar,glass,borage,2018-11-09T13:33:01Z,true,51.6476197035051,0.239726740022658
7efe0134-0ba0-49cd-8f26-f0a1008c8db5,http://www.mrpsbees.co.uk/ourshop/prod_2181209-Set-Honey-freshly-extracted-runny-please-see-notes.html,2018-11-08T15:28:02Z,200,Mr P's Bees,true,HR8 2RD,england,true,jar,glass,wildflower,2018-11-09T11:40:00Z,true,52.0419209292878,-2.51577169511321
7efe0134-0ba0-49cd-8f26-f0a1008c8db6,http://www.mrpsbees.co.uk/ourshop/prod_2098376-1lb-jar-of-Set-Herefordshire-Honey.html,2018-11-08T15:30:42Z,200,Mr P's Bees,true,HR8 2RD,england,true,jar,glass,wildflower,2018-11-09T14:05:01Z,true,52.0419209292878,-2.51577169511321
81afc5ad-5820-11e8-8dbf-e4b3182e34ed,https://www.west-country-honey.co.uk/collections/honey/products/west-country-raw-honey,2018-11-08T17:12:07Z,1003,West Country Honey,true,BS49 5HE,england,true,jar,glass,blossom,2018-11-09T15:26:04Z,true,51.3644990553017,-2.80381557803241
822f2b06-dd5c-42a2-8d40-12972670ea64,http://thelondonbeecompany.com/product/creamed-raw-autumn-honey-strawberry-hill-middlesex/,2018-11-08T15:29:27Z,200,The London Bee Co,true,HA2 7HH,england,true,jar,glass,wildflower,2018-11-09T15:09:16Z,true,51.5766401300318,-0.370078223245132
8b166a82-ce0e-42bb-8343-0213a470c639,http://www.croftapiaries.co.uk/product/squeezy-honey/,2018-11-08T15:31:24Z,200,Croft Apiaries,true,LN8 2BE,england,true,jar,plastic,wildflower,2018-11-09T11:12:27Z,true,53.4210953522243,-0.520322893868707
